Артикул,Ozon Product ID,FBO OZON SKU ID,FBS OZON SKU ID,Barcode,Наименование товара,Контент-рейтинг,Бренд,Статус товара,Видимость FBO,Причины скрытия FBO (при наличии),Видимость FBS,Причины скрытия FBS (при наличии),Дата создания,Коммерческая категория,"Объем товара, л","Объемный вес, кг","Доступно на складе Ozon, шт","Вывезти и нанести КИЗ (кроме Твери), шт","Зарезервировано, шт","Доступно на моих складах, шт","Зарезервировано на моих складах, шт","Текущая цена с учетом скидки, руб.","Цена до скидки (перечеркнутая цена), руб.","Цена Premium, руб.","Рыночная цена, руб.",Актуальная ссылка на рыночную цену,"Размер НДС, %"
e930fcd3-02b5-11ea-a9ac-000c296512e3,316397698,631974637,631974636,8595602506330,"brit premium влажный корм для взрослых кошек всех пород, рыбная тарелка (13шт в уп) 4*100 гр, паучи",15,Brit,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:56,Корм консервированный для кошек,3.0,5.2,0,0,0,0,0,4524.0,,,,,20%
260da852-64bb-11ec-a99d-3ca82a226a23,316397699,631974681,631974680,4607171549824,"четвероногий гурман влажный корм для щенков, мясное ассорти с кроликом (12шт в уп) 340 гр",21.25,Четвероногий Гурман,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:56,Корм консервированный для собак,18.75,4.1,0,0,0,0,0,2356.0,,,,,20%
2b937f8e-02b6-11ea-a9ac-000c296512e3,316397700,631974726,631974725,14607076135792,"родные корма влажный корм для котят, курочка с кроликом по-вологодски (24шт в уп) 100 гр",15,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:56,Корм консервированный для кошек,7.5,2.4,0,0,0,47,0,1569.0,,,1306.0,https://wildberries.ru/catalog/111317540/detail.aspx,20%
05f53d29-630e-11ec-a99d-3ca82a226a23,316397701,631974772,631974771,14607076138137,"родные корма влажный корм для щенков всех пород, мясное угощение с кроликом (12шт в уп) 340 гр",21.25,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:56,Корм консервированный для собак,18.75,4.1,0,0,0,93,0,1794.0,2111.0,,1734.0,https://wildberries.ru/catalog/111317533/detail.aspx,20%
4fdfccee-2c0d-4972-b3ac-e8a524b024de,316397703,635604137,635604135,4607171542665,"четвероногий гурман влажный корм для взрослых собак всех пород, говядина с рисом (12шт в уп) 325 гр",15,Четвероногий Гурман,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,18.75,4.0,0,0,0,0,0,1953.0,,,,,20%
2b937f85-02b6-11ea-a9ac-000c296512e3,316397704,631974186,631974185,14607076138328,"родные корма влажный корм для взрослых собак всех пород, мясное угощение с ягненком (24шт в уп) 100 гр",15,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,2.5,2.4,0,0,0,49,0,1742.0,2050.0,,,,20%
31b1e9fd-02b6-11ea-a9ac-000c296512e3,316397705,631974272,631974271,14607076138496,"родные корма ""мясное угощение"" влажный корм для котят, с говядиной (24шт в уп) 100 гр",21.25,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,7.5,2.4,0,0,0,44,0,1749.0,2058.0,,1714.0,https://wildberries.ru/catalog/111317531/detail.aspx,20%
43dd784e-02b6-11ea-a9ac-000c296512e3,316397706,631974815,631974813,4660018501317,"petibon smart влажный корм для собак всех пород и возрастов, курица и утка (12шт в уп) 410 гр",15,Четвероногий Гурман,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,18.75,5.0,0,0,0,0,0,1590.0,,,,,20%
2b937f87-02b6-11ea-a9ac-000c296512e3,316397707,631974224,631974223,14607076138304,"родные корма, влажный корм для взрослых собак всех пород, мясное угощение с языком (24шт в уп) 100 гр",20,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,2.5,2.4,0,0,0,47,0,1742.0,2050.0,,1891.0,https://wildberries.ru/catalog/91647434/detail.aspx,20%
2b937f88-02b6-11ea-a9ac-000c296512e3,316397708,631973913,631973914,14607076139530,"родные корма влажный корм для взрослых собак всех пород, индейка по строгановски (10шт в уп) 125 гр",63.75,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,8.0,1.6,0,0,0,485,0,584.0,688.0,,651.0,https://wildberries.ru/catalog/91648052/detail.aspx,20%
43dd783a-02b6-11ea-a9ac-000c296512e3,316397709,631974315,631974317,4660018501256,"petibon smart влажный корм для собак всех пород и возрастов, говядина и ягнёнок (24шт в уп) 100 гр",15,Четвероногий Гурман,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,2.5,2.4,0,0,0,0,0,1658.0,,,,,20%
eeb7fb57-8c41-11e9-a998-000c296512e3,316397710,631974202,631974195,4607171543754,"четвероногий гурман влажный корм для взрослых собак, курица натуральная в желе (12шт в уп) 340 гр",15,Четвероногий Гурман,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,18.75,4.1,0,0,0,0,0,4102.0,,,4180.0,https://wildberries.ru/catalog/91648657/detail.aspx,20%
e0ad69bf-02b8-11ea-a9ac-000c296512e3,316397711,631974856,631974857,57300330049358,"bozita влажный корм для взрослых кошек всех пород, кусочки в соусе с креветками (16шт в уп) 370 гр",57.5,Bozita,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,0.75,6.3,0,0,0,0,0,6112.0,,,,,20%
da9d4ff9-02b8-11ea-a9ac-000c296512e3,316397712,631974365,631974367,57300330020609,"bozita влажный корм для котят всех пород, кусочки в желе с курицей (16шт в уп) 190 гр",57.5,Bozita,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,0.5,3.2,0,0,0,0,0,4864.0,,,,,20%
da9d5002-02b8-11ea-a9ac-000c296512e3,316397713,631974893,631974895,57300330049167,"bozita влажный корм для взрослых кошек всех пород, кусочки в желе с кроликом (16шт в уп) 370 гр",57.5,Bozita,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,0.75,6.3,0,0,0,0,0,6112.0,,,,,20%
82a24802-02b5-11ea-a9ac-000c296512e3,316397714,631975275,631975276,4607171545680,"четвероногий гурман влажный корм для взрослых собак, курица натуральная в желе (24шт в уп) 100 гр",15,Четвероногий Гурман,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,2.5,2.4,0,0,0,0,0,3433.0,,,,,20%
da9d5004-02b8-11ea-a9ac-000c296512e3,316397715,631975229,631975231,57300330049198,"bozita влажный корм для взрослых кошек всех пород, кусочки в желе с рубленной индейкой (16шт в уп) 370 гр",57.5,Bozita,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,0.75,6.3,0,0,0,0,0,6112.0,,,,,20%
4e4fa37b-02bc-11ea-a9ac-000c296512e3,316397716,631975186,631975187,4660018502321,"четвероногий гурман влажный корм для взрослых кошек всех пород, курица и печень (24шт в уп) 100 гр",21.25,Четвероногий Гурман,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,7.5,2.4,0,0,0,1,0,1978.0,,,,,20%
be56be92-388a-434a-b9fd-1db91a1839e8,316397717,631975399,631975398,57300330020654,"bozita влажный корм для взрослых кошек крупных пород, лосось (16шт в уп) 190 гр",57.5,Bozita,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,0.5,3.3,0,0,0,0,0,4864.0,,,,,20%
3f43ffff-8c41-11e9-a998-000c296512e3,316397718,631974412,631974411,14607076138250,"родные корма влажный корм для взрослых собак всех пород, мясное угощение с говядиной (24шт в уп) 100 гр",21.25,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,2.5,2.4,0,0,0,19,0,1749.0,2058.0,,1898.0,https://wildberries.ru/catalog/91649050/detail.aspx,20%
43dd7841-02b6-11ea-a9ac-000c296512e3,316397719,631974104,631974101,4660018501270,"petibon smart влажный корм для собак всех пород и возрастов, ягненок и индейка (24шт в уп) 100 гр",15,Четвероногий Гурман,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,2.5,2.4,0,0,0,0,0,1658.0,,,,,20%
258101e1-02b6-11ea-a9ac-000c296512e3,316397720,631975358,631975359,14607076137147,"родные корма знатные влажный корм для взрослых кошек всех пород, говядина (24шт в уп) 100 гр",21.25,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,8.0,1.6,0,0,0,43,0,2783.0,3275.0,,,,20%
e0ad69c0-02b8-11ea-a9ac-000c296512e3,316397721,631975318,631975317,37300330051616,"bozita влажный корм для собак всех пород и возрастов, паштет с оленем (12шт в уп) 625 гр",57.5,Bozita,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,1.0,8.6,0,0,0,0,0,7140.0,,,,,20%
31b1ea04-02b6-11ea-a9ac-000c296512e3,316397722,631975424,631975425,14607076138571,"родные корма мясное угощение влажный корм для взрослых кошек всех пород, с потрошками (24шт в уп) 100 гр",15,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,7.5,2.4,0,0,0,90,0,1749.0,2058.0,,,,20%
4fdda146-02b8-11ea-a9ac-000c296512e3,316397723,631974504,631974503,14607076135839,"родные корма влажный корм для взрослых кошек всех пород, индейка с уткой по-уездному (24шт в уп) 100 гр",15,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,7.5,2.4,0,0,0,30,0,1319.0,1552.0,,1482.0,https://wildberries.ru/catalog/91650946/detail.aspx,20%
2b937f5f-02b6-11ea-a9ac-000c296512e3,316397724,631974540,631974539,14607076137727,"родные корма влажный корм для взрослых кошек всех пород, ягненок по-княжески (9шт в уп) 410 гр",26.25,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,30.0,6.0,0,0,0,207,0,967.0,1138.0,,105.0,https://detmir.ru/product/index/id/3178218,20%
88ab3c06-02b5-11ea-a9ac-000c296512e3,316397725,631974458,631974457,4607171540135,"четвероногий гурман влажный корм для взрослых собак всех пород, с говядиной (12шт в уп) 340 гр",21.25,Четвероногий Гурман,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,18.75,4.1,0,0,0,23,0,2356.0,,,2487.0,https://wildberries.ru/catalog/91650359/detail.aspx,20%
82a24803-02b5-11ea-a9ac-000c296512e3,316397726,631974719,631974720,4607171545703,"четвероногий гурман влажный корм для взрослых собак, индейка натуральная в желе (24шт в уп) 100 гр",21.25,Четвероногий Гурман,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,2.5,2.4,0,0,0,0,0,3433.0,,,,,20%
044f1d2b-02b5-11ea-a9ac-000c296512e3,316397727,631974980,631974981,14680265029294,"brit влажный корм для взрослых собак всех пород, говядина и сердце (6шт в уп) 850 гр",15,Brit,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,64.0,12.8,0,0,0,0,0,1380.0,,,,,20%
258101da-02b6-11ea-a9ac-000c296512e3,316397728,631974808,631974807,14607076135853,"родные корма влажный корм для взрослых собак всех пород, жареха мясная по двински (12шт в уп) 970 гр",15,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,36.75,11.7,0,0,0,1479,0,2191.0,2578.0,,2266.0,https://wildberries.ru/catalog/91648502/detail.aspx,20%
88ab3bf1-02b5-11ea-a9ac-000c296512e3,316397729,635602139,635602135,4607171540777,"четвероногий гурман влажный корм для взрослых собак всех пород, с индейкой (24шт в уп) 100 гр",15,Четвероногий Гурман,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,2.5,2.4,0,0,0,0,0,2182.0,,,,,20%
da9d500c-02b8-11ea-a9ac-000c296512e3,316397730,631973397,631973424,57300330049334,"bozita влажный корм для взрослых кошек всех пород, кусочки в соусе с лососем (16шт в уп) 370 гр",57.5,Bozita,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,0.75,6.3,0,0,0,0,0,6112.0,,,,,20%
258101dc-02b6-11ea-a9ac-000c296512e3,316397731,631973453,631973449,14607076139479,"родные корма влажный корм для взрослых собак, мясное ассорти в желе по боярски (12шт в уп) 970 гр",21.25,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,36.75,11.7,0,0,0,1272,0,2191.0,2578.0,,1651.68,https://detmir.ru/product/index/id/3178236,20%
2b937f5e-02b6-11ea-a9ac-000c296512e3,316397732,631973486,631973488,14607076137710,"родные корма влажный корм для взрослых кошек, телятина и индейка по-пожарски (9шт в уп) 410 гр",21.25,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,30.0,6.0,0,0,0,481,0,967.0,1138.0,,1000.35,https://detmir.ru/product/index/id/3178220,20%
2b937f89-02b6-11ea-a9ac-000c296512e3,316397733,631974855,631974854,14607076139554,"родные корма влажный корм для взрослых собак всех пород, кролик по стрелецки (10шт в уп) 125 гр",15,Родные Корма,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,8.0,1.6,0,0,0,0,0,605.0,712.0,,,,20%
a95ad783-f733-11e9-a9aa-000c296512e3,316397734,631975065,631975062,14650094041040,"родные корма влажный корм для взрослых собак всех пород, калтыки и языки в желе (12шт в уп) 240 гр",21.25,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,18.75,3.8,0,0,0,50,0,1738.0,2045.0,,1888.0,https://wildberries.ru/catalog/91649463/detail.aspx,20%
2b937f83-02b6-11ea-a9ac-000c296512e3,316397735,631974585,631974588,14607076138335,"родные корма влажный корм для взрослых собак всех пород, мясное угощение с перепелкой (24шт в уп) 100 гр",15,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,2.5,2.4,0,0,0,37,0,1742.0,2050.0,,2002.0,https://market.yandex.ru/product--/1755750863/?sku=101608669036,20%
88ab3beb-02b5-11ea-a9ac-000c296512e3,316397736,631974042,631974041,4607171540982,"четвероногий гурман влажный корм для щенков всех пород, с ягненком (24шт в уп) 100 гр",15,Четвероногий Гурман,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,2.5,2.4,0,0,0,0,0,2182.0,,,,,20%
4fdda138-02b8-11ea-a9ac-000c296512e3,316397737,631973516,631973513,14607076138441,"родные корма мясное угощение влажный корм для взрослых кошек всех пород, с птицей (12шт в уп) 340 гр",15,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,30.0,6.0,0,0,0,19,0,1840.0,2165.0,,131.0,https://detmir.ru/product/index/id/4835282,20%
82a2480a-02b5-11ea-a9ac-000c296512e3,316397738,631974569,631974571,4607171543969,"четвероногий гурман влажный корм для взрослых собак всех пород, калтыки и языки в желе (12шт в уп) 240 гр",21.25,Четвероногий Гурман,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,18.75,3.8,0,0,0,0,0,2095.0,,,,,20%
4fdda140-02b8-11ea-a9ac-000c296512e3,316397739,631974892,631974894,14607076138243,"родные корма влажный корм для взрослых собак всех пород, мясное угощение с перепелкой (12шт в уп) 340 гр",15,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,18.75,4.1,0,0,0,125,0,1794.0,2111.0,,156.0,https://detmir.ru/product/index/id/4835290,20%
da9d5009-02b8-11ea-a9ac-000c296512e3,316397740,631974316,631974368,57300330049303,"bozita влажный корм для взрослых кошек всех пород, кусочки в соусе с мясом оленя (16шт в уп) 370 гр",57.5,Bozita,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,0.75,6.3,0,0,0,0,0,6112.0,,,,,20%
9ce89640-8c24-11e9-a998-000c296512e3,316397741,631974622,631974621,4607171549749,"четвероногий гурман влажный корм для взрослых собак всех пород, с ягненком (12шт в уп) 340 гр",21.25,Четвероногий Гурман,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,18.75,4.1,0,0,0,6,0,2356.0,,,1706.0,https://market.yandex.ru/product--/13467303/?sku=101283022347,20%
55e1d0ab-02b8-11ea-a9ac-000c296512e3,316397742,631973557,631973550,14607076139462,"родные корма влажный корм для собак, елец птица с потрошками в желе по московски (12шт в уп) 970 гр",21.25,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,36.75,11.7,0,0,0,243,0,2191.0,2578.0,,2266.0,https://wildberries.ru/catalog/91647589/detail.aspx,20%
4fdda134-02b8-11ea-a9ac-000c296512e3,316397743,631973597,631973594,14607076138564,"родные корма мясное угощение влажный корм для взрослых кошек всех пород, с печенью (24шт в уп) 100 гр",15,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,7.5,2.4,0,0,0,52,0,1749.0,2058.0,,2011.0,https://market.yandex.ru/product--/1755750630/?sku=101608663804,20%
a8543d6d-87f6-4e5b-b466-681bb51761d7,316397744,631974941,631974940,4607171549145,"четвероногий гурман влажный корм для взрослых собак всех пород, кролик с крабами в желе (24шт в уп) 100 гр",15,Четвероногий Гурман,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,2.5,2.4,0,0,0,0,0,3520.0,,,,,20%
e9df439e-02b9-11ea-a9ac-000c296512e3,316397745,631973644,631973638,14650094041019,"родные корма влажный корм для взрослых собак всех пород, бычьи семенники в желе (12шт в уп) 240 гр",21.25,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,18.75,3.8,0,0,0,45,0,1658.0,1951.0,,1810.0,https://wildberries.ru/catalog/91648843/detail.aspx,20%
e9df438a-02b9-11ea-a9ac-000c296512e3,316397746,631974765,631974766,14650094040999,"родные корма знатные 100% влажный корм для взрослых собак всех пород, кролик (24шт в уп) 100 гр",15,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,2.5,2.4,0,0,0,83,0,3502.0,4120.0,,,,20%
d4e24777-36e0-4851-811f-763cbf6e95e7,316397747,635640116,635640118,4607171543938,"четвероногий гурман влажный корм для взрослых собак всех пород, бычьи семенники в желе (12шт в уп) 240 гр",15,Четвероногий Гурман,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,18.75,3.8,0,0,0,0,0,2095.0,,,,,20%
4e4fa37a-02bc-11ea-a9ac-000c296512e3,316397748,631973574,631973573,4660018502345,"четвероногий гурман влажный корм для взрослых кошек всех пород, телятина с сердцем (24шт в уп) 100 гр",15,Четвероногий Гурман,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,7.5,2.4,0,0,0,0,0,1978.0,,,,,20%
044f1d2e-02b5-11ea-a9ac-000c296512e3,316397749,631973695,631973691,14680265029287,"brit влажный корм для взрослых собак всех пород, говядина и рис (6шт в уп) 850 гр",15,Brit,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,64.0,12.8,0,0,0,0,0,1238.0,,,,,20%
e0ad69ec-02b8-11ea-a9ac-000c296512e3,316397750,631974415,631974418,57300330042656,"bozita влажный корм для собак всех пород и возрастов, кусочки в желе с курицей (6шт в уп) 370 гр",57.5,Bozita,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,0.5,2.5,0,0,0,0,0,2568.0,,,,,20%
e0ad69ea-02b8-11ea-a9ac-000c296512e3,316397751,631974671,631974672,57300330042632,"bozita влажный корм для собак всех пород и возрастов, кусочки в желе с оленем (6шт в уп) 370 гр",15,Bozita,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,0.5,2.5,0,0,0,176,2,2568.0,,,2529.0,https://wildberries.ru/catalog/142402723/detail.aspx,20%
da9d5005-02b8-11ea-a9ac-000c296512e3,316397752,631973742,631973741,57300330049136,"bozita влажный корм для взрослых кошек всех пород, кусочки в желе с рубленной говядиной (16шт в уп) 370 гр",57.5,Bozita,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,0.75,6.3,0,0,0,0,0,6112.0,,,,,20%
258101dd-02b6-11ea-a9ac-000c296512e3,316397753,631974611,631974607,14607076135860,"родные корма влажный корм для взрослых собак всех пород, скоблянка мясная по городецки (12шт в уп) 970 гр",15,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,36.75,11.7,0,0,0,853,0,2191.0,2578.0,,1964.16,https://detmir.ru/product/index/id/3178235,20%
9acb453b-6171-4aaa-9976-f11392b28fdf,316397754,631973465,631973466,4607171545628,"четвероногий гурман влажный корм для взрослых собак, говядина натуральная в желе (24шт в уп) 100 гр",21.25,Четвероногий Гурман,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,30.0,6.0,0,0,0,5,0,3433.0,,,3531.0,https://wildberries.ru/catalog/91650954/detail.aspx,20%
da9d500b-02b8-11ea-a9ac-000c296512e3,316397755,631973610,631973611,57300330049327,"bozita влажный корм для взрослых кошек всех пород, кусочки в соусе с кроликом (16шт в уп) 370 гр",57.5,Bozita,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,0.75,6.3,0,0,0,0,0,6112.0,,,,,20%
258101d5-02b6-11ea-a9ac-000c296512e3,316397756,631975020,631975021,14607076137109,"родные корма влажный корм для взрослых собак всех пород, курица (12шт в уп) 340 гр",15,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,18.75,4.1,0,0,0,144,0,3018.0,3551.0,,3129.0,https://wildberries.ru/catalog/91651235/detail.aspx,20%
e0ad69c2-02b8-11ea-a9ac-000c296512e3,316397757,631975061,631975059,37300330051609,"bozita влажный корм для собак всех пород и возрастов, паштет с говядиной (12шт в уп) 625 гр",57.5,Bozita,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,1.0,8.6,0,0,0,0,0,7140.0,,,,,20%
e0ad69eb-02b8-11ea-a9ac-000c296512e3,316397758,631974701,631974709,57300330042649,"bozita влажный корм для собак всех пород и возрастов, кусочки в желе с лосем (6шт в уп) 370 гр",15,Bozita,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,0.5,2.5,0,0,0,0,0,2568.0,,,,,20%
e0ad69c4-02b8-11ea-a9ac-000c296512e3,316397759,631974242,631974241,37300330051647,"bozita влажный корм для собак всех пород и возрастов, паштет с лососем (12шт в уп) 625 гр",57.5,Bozita,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,1.0,8.6,0,0,0,0,0,7140.0,,,,,20%
4fdda14b-02b8-11ea-a9ac-000c296512e3,316397760,631974327,631974326,14607076139431,"родные корма влажный корм для взрослых собак, елец говядина с овощами по казацки (9шт в уп) 410 гр",21.25,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,18.75,3.8,0,0,0,468,0,818.0,963.0,,730.0,https://wildberries.ru/catalog/13214114/detail.aspx,20%
2b937f5a-02b6-11ea-a9ac-000c296512e3,316397761,631974153,631974152,14607076137222,"родные корма знатные влажный корм для взрослых кошек всех пород, индейка (24шт в уп) 100 гр",15,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,7.5,2.4,0,0,0,41,0,2676.0,3149.0,,,,20%
2b937f86-02b6-11ea-a9ac-000c296512e3,316397762,631974639,631974624,14607076138427,"родные корма влажный корм для щенков всех пород, мясное угощение с ягненком (24шт в уп) 100 гр",15,Родные Корма,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,2.5,2.4,0,0,0,0,0,1749.0,2058.0,,,,20%
55e1d0ad-02b8-11ea-a9ac-000c296512e3,316397763,631973501,631973500,14607076139455,"родные корма влажный корм для взрослых собак, елец ягненок с рисом по кавказски (9шт в уп) 410 гр",21.25,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,18.75,3.8,0,0,0,973,0,818.0,963.0,,730.0,https://wildberries.ru/catalog/13214118/detail.aspx,20%
2b937f5d-02b6-11ea-a9ac-000c296512e3,316397764,631975103,631975102,14607076137680,"родные корма влажный корм для взрослых кошек всех пород, индейка с уткой по-уездному (9шт в уп) 410 гр",15,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для кошек,30.0,6.0,0,0,0,254,0,967.0,1138.0,,117.0,https://detmir.ru/product/index/id/3178220,20%
2b937f59-02b6-11ea-a9ac-000c296512e3,316397765,631975174,631975164,14607076137178,"родные корма влажный корм для щенков всех пород, индейка (24шт в уп) 100 гр",15,Родные Корма,Продается,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,2.5,2.4,0,0,0,23,0,2791.0,3284.0,,2744.0,https://market.yandex.ru/product--/1712455248/?sku=101608669027,20%
2b937f7f-02b6-11ea-a9ac-000c296512e3,316397766,631974002,631974005,14607076138267,"родные корма влажный корм для взрослых собак всех пород, мясное угощение с индейкой (24шт в уп) 100 гр",15,Родные Корма,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,2.5,2.4,0,0,0,0,0,1742.0,2050.0,,,,20%
e0ad69e7-02b8-11ea-a9ac-000c296512e3,316397767,631974486,631974487,57300330042601,"bozita влажный корм для собак всех пород и возрастов, кусочки в желе с лососем (6шт в уп) 370 гр",57.5,Bozita,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,0.5,2.5,0,0,0,0,0,2568.0,,,,,20%
e0ad69e8-02b8-11ea-a9ac-000c296512e3,316397768,631973654,631973653,57300330042618,"bozita влажный корм для собак всех пород и возрастов, кусочки в желе с индейкой (6шт в уп) 370 гр",15,Bozita,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,0.5,2.5,0,0,0,0,0,2568.0,,,2529.0,https://wildberries.ru/catalog/142404490/detail.aspx,20%
044f1d2c-02b5-11ea-a9ac-000c296512e3,316397769,631973540,631973538,14680265029270,"brit влажный корм для взрослых собак всех пород, говядина и печень (6шт в уп) 850 гр",15,Brit,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,64.0,12.8,0,0,0,0,0,1380.0,,,,,20%
88ab3be7-02b5-11ea-a9ac-000c296512e3,316397770,635632986,635632985,4607171542399,"четвероногий гурман влажный корм для щенков всех пород, с потрошками (24шт в уп) 100 гр",15,Четвероногий Гурман,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,2.5,2.4,0,0,0,0,0,2182.0,,,,,20%
88ab3c02-02b5-11ea-a9ac-000c296512e3,316397771,635661858,635661857,4607171542689,"четвероногий гурман влажный корм для взрослых собак всех пород, потрошки с рисом (12шт в уп) 325 гр",15,Четвероногий Гурман,Готов к продаже,Показывается,,Показывается,,2022-07-01 12:58:57,Корм консервированный для собак,18.75,4.0,0,0,0,0,0,1953.0,,,,,20%
